nurse_node,shift_node,gat_score
0,177,0.9974482
0,178,0.9974482
0,179,0.9974482
0,180,0.9974482
0,181,0.9974482
0,182,0.9974482
0,183,0.9974482
0,184,0.9974482
0,185,0.9974482
0,186,0.9974482
0,187,0.9974482
0,188,0.9974482
0,189,0.9974482
0,190,0.9974482
0,191,0.9974482
0,192,0.9974482
0,193,0.9974482
0,194,0.9974482
0,195,0.9974482
0,196,0.9974482
0,197,0.9974482
0,198,0.9974482
0,199,0.9974482
0,200,0.9974482
0,201,0.9974482
0,202,0.9974482
0,203,0.9974482
0,204,0.9974482
0,205,0.9974482
0,206,0.9974482
0,207,0.9974482
0,208,0.9974482
0,209,0.9974482
0,210,0.9974482
0,211,0.9974482
0,212,0.9974482
0,213,0.9974482
0,214,0.9974482
0,215,0.9974482
0,216,0.9974482
0,217,0.9974482
0,218,0.9974482
0,219,0.9974482
0,220,0.9974482
0,221,0.9974482
0,222,0.9974482
0,223,0.9974482
0,224,0.9974482
0,225,0.9974482
0,226,0.9974482
0,227,0.9974482
0,228,0.9974482
0,229,0.9974482
0,230,0.9974482
0,231,0.9974482
0,232,0.9974482
0,233,0.9974482
0,234,0.9974482
0,235,0.9974482
0,236,0.9974482
0,237,0.9974482
0,238,0.9974482
0,239,0.9974482
0,240,0.9974482
0,241,0.9974482
0,242,0.9974482
0,243,0.9974482
0,244,0.9974482
0,245,0.9974482
0,246,0.9974482
0,247,0.9974482
0,248,0.9974482
0,249,0.9974482
0,250,0.9974482
0,251,0.9974482
0,252,0.9974482
0,253,0.9974482
0,254,0.9974482
0,255,0.9974482
0,256,0.9974482
0,257,0.9974482
0,258,0.9974482
0,259,0.9974482
0,260,0.9974482
0,261,0.9974482
0,262,0.9974482
0,263,0.9974482
0,264,0.9974482
0,265,0.9974482
0,266,0.9974482
0,267,0.9974482
0,268,0.9974482
0,269,0.9974482
0,270,0.9974482
0,271,0.9974482
0,272,0.9974482
0,273,0.9974482
0,274,0.9974482
0,275,0.9974482
0,276,0.9974482
0,277,0.9974482
0,278,0.9974482
0,279,0.9974482
0,280,0.9974482
0,281,0.9974482
0,282,0.9974482
0,283,0.9974482
0,284,0.9974482
0,285,0.9974482
0,286,0.9974482
0,287,0.9974482
0,288,0.9974482
0,289,0.9974482
0,290,0.9974482
0,291,0.9974482
0,292,0.9974482
0,293,0.9974482
0,294,0.9974482
0,295,0.9974482
0,296,0.9974482
0,297,0.9974482
0,298,0.9974482
0,299,0.9974482
0,300,0.9974482
0,301,0.9974482
0,302,0.9974482
0,303,0.9974482
0,304,0.9974482
0,305,0.9974482
0,306,0.9974482
0,307,0.9974482
0,308,0.9974482
0,309,0.9974482
0,310,0.9974482
0,311,0.9974482
0,312,0.9974482
0,313,0.9974482
0,314,0.9974482
0,315,0.9974482
0,316,0.9974482
0,317,0.9974482
0,318,0.9974482
0,319,0.9974482
0,320,0.9974482
0,321,0.9974482
0,322,0.9974482
0,323,0.9974482
0,324,0.9974482
0,325,0.9974482
0,326,0.9974482
0,327,0.9974482
0,328,0.9974482
0,329,0.9974482
0,330,0.9974482
0,331,0.9974482
0,332,0.9974482
0,333,0.9974482
0,334,0.9974482
0,335,0.9974482
0,336,0.9974482
0,337,0.9974482
0,338,0.9974482
0,339,0.9974482
0,340,0.9974482
0,341,0.9974482
0,342,0.9974482
0,343,0.9974482
0,344,0.9974482
0,345,0.9974482
0,346,0.9974482
0,347,0.9974482
0,348,0.9974482
0,349,0.9974482
0,350,0.9974482
0,351,0.9974482
0,352,0.9974482
0,353,0.9974482
0,354,0.9974482
0,355,0.9974482
0,356,0.9974482
0,357,0.9974482
0,358,0.9974482
0,359,0.9974482
0,360,0.9974482
0,361,0.9974482
0,362,0.9974482
0,363,0.9974482
0,364,0.9974482
0,365,0.9974482
0,366,0.9974482
0,367,0.9974482
0,368,0.9974482
0,369,0.9974482
0,370,0.9974482
0,371,0.9974482
0,372,0.9974482
0,373,0.9974482
0,374,0.9974482
0,375,0.9974482
0,376,0.9974482
0,377,0.9974482
0,378,0.9974482
0,379,0.9974482
0,380,0.9974482
0,381,0.9974482
0,382,0.9974482
0,383,0.9974482
0,384,0.9974482
0,385,0.9974482
0,386,0.9974482
0,387,0.9974482
0,388,0.9974482
0,389,0.9974482
0,390,0.9974482
0,391,0.9974482
0,392,0.9974482
0,393,0.9974482
0,394,0.9974482
0,395,0.9974482
0,396,0.9974482
0,397,0.9974482
0,398,0.9974482
0,399,0.9974482
0,400,0.9974482
0,401,0.9974482
0,402,0.9974482
0,403,0.9974482
0,404,0.9974482
0,405,0.9974482
0,406,0.9974482
0,407,0.9974482
0,408,0.9974482
0,409,0.9974482
0,410,0.9974482
0,411,0.9974482
0,412,0.9974482
0,413,0.9974482
0,414,0.9974482
0,415,0.9974482
0,416,0.9974482
0,417,0.9974482
0,418,0.9974482
0,419,0.9974482
0,420,0.9974482
0,421,0.9974482
0,422,0.9974482
0,423,0.9974482
0,424,0.9974482
0,425,0.9974482
0,426,0.9974482
0,427,0.9974482
0,428,0.9974482
0,429,0.9974482
0,430,0.9974482
0,431,0.9974482
0,432,0.9974482
0,433,0.9974482
0,434,0.9974482
0,435,0.9974482
0,436,0.9974482
0,437,0.9974482
0,438,0.9974482
0,439,0.9974482
0,440,0.9974482
0,441,0.9974482
0,442,0.9974482
0,443,0.9974482
0,444,0.9974482
0,445,0.9974482
0,446,0.9974482
0,447,0.9974482
0,448,0.9974482
0,449,0.9974482
0,450,0.9974482
0,451,0.9974482
0,452,0.9974482
0,453,0.9974482
0,454,0.9974482
0,455,0.9974482
0,456,0.9974482
0,457,0.9974482
0,458,0.9974482
0,459,0.9974482
0,460,0.9974482
0,461,0.9974482
0,462,0.9974482
0,463,0.9974482
0,464,0.9974482
0,465,0.9974482
0,466,0.9974482
0,467,0.9974482
0,468,0.9974482
0,469,0.9974482
0,470,0.9974482
0,471,0.9974482
0,472,0.9974482
0,473,0.9974482
0,474,0.9974482
0,475,0.9974482
0,476,0.9974482
0,477,0.9974482
0,478,0.9974482
0,479,0.9974482
0,480,0.9974482
0,481,0.9974482
0,482,0.9974482
0,483,0.9974482
0,484,0.9974482
0,485,0.9974482
0,486,0.9974482
0,487,0.9974482
0,488,0.9974482
0,489,0.9974482
0,490,0.9974482
0,491,0.9974482
0,492,0.9974482
0,493,0.9974482
0,494,0.9974482
0,495,0.9974482
0,496,0.9974482
0,497,0.9974482
0,498,0.9974482
0,499,0.9974482
0,500,0.9974482
0,501,0.9974482
0,502,0.9974482
0,503,0.9974482
0,504,0.9974482
0,505,0.9974482
0,506,0.9974482
0,507,0.9974482
0,508,0.9974482
0,509,0.9974482
0,510,0.9974482
0,511,0.9974482
0,512,0.9974482
0,513,0.9974482
0,514,0.9974482
0,515,0.9974482
0,516,0.9974482
0,517,0.9974482
0,518,0.9974482
0,519,0.9974482
0,520,0.9974482
0,521,0.9974482
0,522,0.9974482
0,523,0.9974482
0,524,0.9974482
0,525,0.9974482
0,526,0.9974482
0,527,0.9974482
0,528,0.9974482
0,529,0.9974482
0,530,0.9974482
0,531,0.9974482
0,532,0.9974482
0,533,0.9974482
0,534,0.9974482
0,535,0.9974482
0,536,0.9974482
0,537,0.9974482
0,538,0.9974482
0,539,0.9974482
0,540,0.9974482
0,541,0.9974482
0,542,0.9974482
0,543,0.9974482
0,544,0.9974482
0,545,0.9974482
0,546,0.9974482
0,547,0.9974482
0,548,0.9974482
0,549,0.9974482
0,550,0.9974482
0,551,0.9974482
0,552,0.9974482
0,553,0.9974482
0,554,0.9974482
0,555,0.9974482
0,556,0.9974482
0,557,0.9974482
0,558,0.9974482
0,559,0.9974482
0,560,0.9974482
0,561,0.9974482
0,562,0.9974482
0,563,0.9974482
0,564,0.9974482
0,565,0.9974482
0,566,0.9974482
0,567,0.9974482
0,568,0.9974482
0,569,0.9974482
0,570,0.9974482
0,571,0.9974482
0,572,0.9974482
0,573,0.9974482
0,574,0.9974482
0,575,0.9974482
0,576,0.9974482
0,577,0.9974482
0,578,0.9974482
0,579,0.9974482
0,580,0.9974482
0,581,0.9974482
0,582,0.9974482
0,583,0.9974482
0,584,0.9974482
0,585,0.9974482
0,586,0.9974482
0,587,0.9974482
0,588,0.9974482
0,589,0.9974482
0,590,0.9974482
0,591,0.9974482
0,592,0.9974482
0,593,0.9974482
0,594,0.9974482
0,595,0.9974482
0,596,0.9974482
0,597,0.9974482
0,598,0.9974482
0,599,0.9974482
0,600,0.9974482
0,601,0.9974482
0,602,0.9974482
0,603,0.9974482
0,604,0.9974482
0,605,0.9974482
0,606,0.9974482
0,607,0.9974482
0,608,0.9974482
0,609,0.9974482
0,610,0.9974482
0,611,0.9974482
0,612,0.9974482
0,613,0.9974482
0,614,0.9974482
0,615,0.9974482
0,616,0.9974482
0,617,0.9974482
0,618,0.9974482
0,619,0.9974482
0,620,0.9974482
0,621,0.9974482
0,622,0.9974482
0,623,0.9974482
0,624,0.9974482
0,625,0.9974482
0,626,0.9974482
0,627,0.9974482
0,628,0.9974482
0,629,0.9974482
0,630,0.9974482
0,631,0.9974482
0,632,0.9974482
0,633,0.9974482
0,634,0.9974482
0,635,0.9974482
0,636,0.9974482
0,637,0.9974482
0,638,0.9974482
0,639,0.9974482
0,640,0.9974482
0,641,0.9974482
0,642,0.9974482
0,643,0.9974482
0,644,0.9974482
0,645,0.9974482
0,646,0.9974482
0,647,0.9974482
0,648,0.9974482
0,649,0.9974482
0,650,0.9974482
0,651,0.9974482
0,652,0.9974482
0,653,0.9974482
0,654,0.9974482
0,655,0.9974482
0,656,0.9974482
0,657,0.9974482
0,658,0.9974482
0,659,0.9974482
0,660,0.9974482
0,661,0.9974482
0,662,0.9974482
0,663,0.9974482
0,664,0.9974482
0,665,0.9974482
0,666,0.9974482
0,667,0.9974482
0,668,0.9974482
0,669,0.9974482
0,670,0.9974482
0,671,0.9974482
0,672,0.9974482
0,673,0.9974482
0,674,0.9974482
0,675,0.9974482
0,676,0.9974482
0,677,0.9974482
0,678,0.9974482
0,679,0.9974482
0,680,0.9974482
0,681,0.9974482
0,682,0.9974482
0,683,0.9974482
0,684,0.9974482
0,685,0.9974482
0,686,0.9974482
0,687,0.9974482
0,688,0.9974482
0,689,0.9974482
0,690,0.9974482
0,691,0.9974482
0,692,0.9974482
0,693,0.9974482
0,694,0.9974482
0,695,0.9974482
0,696,0.9974482
0,697,0.9974482
0,698,0.9974482
0,699,0.9974482
0,700,0.9974482
0,701,0.9974482
0,702,0.9974482
0,703,0.9974482
0,704,0.9974482
0,705,0.9974482
0,706,0.9974482
0,707,0.9974482
0,708,0.9974482
0,709,0.9974482
0,710,0.9974482
0,711,0.9974482
0,712,0.9974482
0,713,0.9974482
0,714,0.9974482
0,715,0.9974482
0,716,0.9974482
0,717,0.9974482
0,718,0.9974482
0,719,0.9974482
0,720,0.9974482
0,721,0.9974482
0,722,0.9974482
1,40,0.9974482
1,41,0.9974482
1,42,0.9974482
1,43,0.9974482
1,44,0.9974482
1,45,0.9974482
1,46,0.9974482
1,47,0.9974482
1,48,0.9974482
1,49,0.9974482
1,50,0.9974482
1,51,0.9974482
1,52,0.9974482
1,53,0.9974482
1,54,0.9974482
1,55,0.9974482
1,56,0.9974482
1,57,0.9974482
1,58,0.9974482
1,59,0.9974482
1,60,0.9974482
1,61,0.9974482
1,62,0.9974482
1,63,0.9974482
1,64,0.9974482
1,65,0.9974482
1,66,0.9974482
1,67,0.9974482
1,68,0.9974482
1,69,0.9974482
1,70,0.9974482
1,71,0.9974482
1,72,0.9974482
1,73,0.9974482
1,74,0.9974482
1,75,0.9974482
1,76,0.9974482
1,77,0.9974482
1,78,0.9974482
1,79,0.9974482
1,80,0.9974482
1,81,0.9974482
1,82,0.9974482
1,83,0.9974482
1,84,0.9974482
1,85,0.9974482
1,86,0.9974482
1,87,0.9974482
1,88,0.9974482
1,89,0.9974482
1,90,0.9974482
1,91,0.9974482
1,92,0.9974482
1,93,0.9974482
1,94,0.9974482
1,95,0.9974482
1,96,0.9974482
1,97,0.9974482
1,98,0.9974482
1,99,0.9974482
1,100,0.9974482
1,101,0.9974482
1,102,0.9974482
1,103,0.9974482
1,104,0.9974482
1,105,0.9974482
1,106,0.9974482
1,107,0.9974482
1,108,0.9974482
1,109,0.9974482
1,110,0.9974482
1,111,0.9974482
1,112,0.9974482
1,113,0.9974482
1,114,0.9974482
1,115,0.9974482
1,116,0.9974482
1,117,0.9974482
1,118,0.9974482
1,119,0.9974482
1,120,0.9974482
1,121,0.9974482
1,122,0.9974482
1,123,0.9974482
1,124,0.9974482
1,125,0.9974482
1,126,0.9974482
1,127,0.9974482
1,128,0.9974482
1,129,0.9974482
1,130,0.9974482
1,131,0.9974482
1,132,0.9974482
1,133,0.9974482
1,134,0.9974482
1,135,0.9974482
1,136,0.9974482
1,137,0.9974482
1,138,0.9974482
1,139,0.9974482
1,140,0.9974482
1,141,0.9974482
1,142,0.9974482
1,143,0.9974482
1,144,0.9974482
1,145,0.9974482
1,146,0.9974482
1,147,0.9974482
1,148,0.9974482
1,149,0.9974482
1,150,0.9974482
1,151,0.9974482
1,152,0.9974482
1,153,0.9974482
1,154,0.9974482
1,155,0.9974482
1,156,0.9974482
1,157,0.9974482
1,158,0.9974482
1,159,0.9974482
1,160,0.9974482
1,161,0.9974482
1,162,0.9974482
1,163,0.9974482
1,164,0.9974482
1,165,0.9974482
1,166,0.9974482
1,167,0.9974482
1,168,0.9974482
1,169,0.9974482
1,170,0.9974482
1,171,0.9974482
1,172,0.9974482
1,173,0.9974482
1,174,0.9974482
1,175,0.9974482
1,176,0.9974482
1,177,0.9974482
1,178,0.9974482
1,179,0.9974482
1,180,0.9974482
1,181,0.9974482
1,182,0.9974482
1,183,0.9974482
1,184,0.9974482
1,185,0.9974482
1,186,0.9974482
1,187,0.9974482
1,188,0.9974482
1,189,0.9974482
1,190,0.9974482
1,191,0.9974482
1,192,0.9974482
1,193,0.9974482
1,194,0.9974482
1,195,0.9974482
1,196,0.9974482
1,197,0.9974482
1,198,0.9974482
1,199,0.9974482
1,200,0.9974482
1,201,0.9974482
1,202,0.9974482
1,203,0.9974482
1,204,0.9974482
1,205,0.9974482
1,206,0.9974482
1,207,0.9974482
1,208,0.9974482
1,209,0.9974482
1,210,0.9974482
1,211,0.9974482
1,212,0.9974482
1,213,0.9974482
1,214,0.9974482
1,215,0.9974482
1,216,0.9974482
1,217,0.9974482
1,218,0.9974482
1,219,0.9974482
1,220,0.9974482
1,221,0.9974482
1,222,0.9974482
1,223,0.9974482
1,224,0.9974482
1,225,0.9974482
1,226,0.9974482
1,227,0.9974482
1,228,0.9974482
1,229,0.9974482
1,230,0.9974482
1,231,0.9974482
1,232,0.9974482
1,233,0.9974482
1,234,0.9974482
1,235,0.9974482
1,236,0.9974482
1,237,0.9974482
1,238,0.9974482
1,239,0.9974482
1,240,0.9974482
1,241,0.9974482
1,242,0.9974482
1,243,0.9974482
1,244,0.9974482
1,245,0.9974482
1,246,0.9974482
1,247,0.9974482
1,248,0.9974482
1,249,0.9974482
1,250,0.9974482
1,251,0.9974482
1,252,0.9974482
1,253,0.9974482
1,254,0.9974482
1,255,0.9974482
1,256,0.9974482
1,257,0.9974482
1,258,0.9974482
1,259,0.9974482
1,260,0.9974482
1,261,0.9974482
1,262,0.9974482
1,263,0.9974482
1,264,0.9974482
1,265,0.9974482
1,266,0.9974482
1,267,0.9974482
1,268,0.9974482
1,269,0.9974482
1,270,0.9974482
1,271,0.9974482
1,272,0.9974482
1,273,0.9974482
1,274,0.9974482
1,275,0.9974482
1,276,0.9974482
1,277,0.9974482
1,278,0.9974482
1,279,0.9974482
1,280,0.9974482
1,281,0.9974482
1,282,0.9974482
1,283,0.9974482
1,284,0.9974482
1,285,0.9974482
1,286,0.9974482
1,287,0.9974482
1,288,0.9974482
1,289,0.9974482
1,290,0.9974482
1,291,0.9974482
1,292,0.9974482
1,293,0.9974482
1,294,0.9974482
1,295,0.9974482
1,296,0.9974482
1,297,0.9974482
1,298,0.9974482
1,299,0.9974482
1,300,0.9974482
1,301,0.9974482
1,302,0.9974482
1,303,0.9974482
1,304,0.9974482
1,305,0.9974482
1,306,0.9974482
1,307,0.9974482
1,308,0.9974482
1,309,0.9974482
1,310,0.9974482
1,311,0.9974482
1,312,0.9974482
1,313,0.9974482
1,314,0.9974482
1,315,0.9974482
1,316,0.9974482
1,317,0.9974482
1,318,0.9974482
1,319,0.9974482
1,320,0.9974482
1,321,0.9974482
1,322,0.9974482
1,323,0.9974482
1,324,0.9974482
1,325,0.9974482
1,326,0.9974482
1,327,0.9974482
1,328,0.9974482
1,329,0.9974482
1,330,0.9974482
1,331,0.9974482
1,332,0.9974482
1,333,0.9974482
1,334,0.9974482
1,335,0.9974482
1,336,0.9974482
1,337,0.9974482
1,338,0.9974482
1,339,0.9974482
1,340,0.9974482
1,341,0.9974482
1,342,0.9974482
1,343,0.9974482
1,344,0.9974482
1,345,0.9974482
1,346,0.9974482
1,347,0.9974482
1,348,0.9974482
1,349,0.9974482
1,350,0.9974482
1,351,0.9974482
1,352,0.9974482
1,353,0.9974482
1,354,0.9974482
1,355,0.9974482
1,356,0.9974482
1,357,0.9974482
1,358,0.9974482
1,359,0.9974482
1,360,0.9974482
1,361,0.9974482
1,362,0.9974482
1,363,0.9974482
1,364,0.9974482
1,365,0.9974482
1,366,0.9974482
1,367,0.9974482
1,368,0.9974482
1,369,0.9974482
1,370,0.9974482
1,371,0.9974482
1,372,0.9974482
1,373,0.9974482
1,374,0.9974482
1,375,0.9974482
1,376,0.9974482
1,377,0.9974482
1,378,0.9974482
1,379,0.9974482
1,380,0.9974482
1,381,0.9974482
1,382,0.9974482
1,383,0.9974482
1,384,0.9974482
1,385,0.9974482
1,386,0.9974482
1,387,0.9974482
1,388,0.9974482
1,389,0.9974482
1,390,0.9974482
1,391,0.9974482
1,392,0.9974482
1,393,0.9974482
1,394,0.9974482
1,395,0.9974482
1,396,0.9974482
1,397,0.9974482
1,398,0.9974482
1,399,0.9974482
1,400,0.9974482
1,401,0.9974482
1,402,0.9974482
1,403,0.9974482
1,404,0.9974482
1,405,0.9974482
1,406,0.9974482
1,407,0.9974482
1,408,0.9974482
1,409,0.9974482
1,410,0.9974482
1,411,0.9974482
1,412,0.9974482
1,413,0.9974482
1,414,0.9974482
1,415,0.9974482
1,416,0.9974482
1,417,0.9974482
1,418,0.9974482
1,419,0.9974482
1,420,0.9974482
1,421,0.9974482
1,422,0.9974482
1,423,0.9974482
1,424,0.9974482
1,425,0.9974482
1,426,0.9974482
1,427,0.9974482
1,428,0.9974482
1,429,0.9974482
1,430,0.9974482
1,431,0.9974482
1,432,0.9974482
1,433,0.9974482
1,434,0.9974482
1,435,0.9974482
1,436,0.9974482
1,437,0.9974482
1,438,0.9974482
1,439,0.9974482
1,440,0.9974482
1,441,0.9974482
1,442,0.9974482
1,443,0.9974482
1,444,0.9974482
1,445,0.9974482
1,446,0.9974482
1,447,0.9974482
1,448,0.9974482
1,449,0.9974482
1,450,0.9974482
1,451,0.9974482
1,452,0.9974482
1,453,0.9974482
1,454,0.9974482
1,455,0.9974482
1,456,0.9974482
1,457,0.9974482
1,458,0.9974482
1,459,0.9974482
1,460,0.9974482
1,461,0.9974482
1,462,0.9974482
1,463,0.9974482
1,464,0.9974482
1,465,0.9974482
1,466,0.9974482
1,467,0.9974482
1,468,0.9974482
1,469,0.9974482
1,470,0.9974482
1,471,0.9974482
1,472,0.9974482
1,473,0.9974482
1,474,0.9974482
1,475,0.9974482
1,476,0.9974482
1,477,0.9974482
1,478,0.9974482
1,479,0.9974482
1,480,0.9974482
1,481,0.9974482
1,482,0.9974482
1,483,0.9974482
1,484,0.9974482
1,485,0.9974482
1,486,0.9974482
1,487,0.9974482
1,488,0.9974482
1,489,0.9974482
1,490,0.9974482
1,491,0.9974482
1,492,0.9974482
1,493,0.9974482
1,494,0.9974482
1,495,0.9974482
1,496,0.9974482
1,497,0.9974482
1,498,0.9974482
1,499,0.9974482
1,500,0.9974482
1,501,0.9974482
1,502,0.9974482
1,503,0.9974482
1,504,0.9974482
1,505,0.9974482
1,506,0.9974482
1,507,0.9974482
1,508,0.9974482
1,509,0.9974482
1,510,0.9974482
1,511,0.9974482
1,512,0.9974482
1,513,0.9974482
1,514,0.9974482
1,515,0.9974482
1,516,0.9974482
1,517,0.9974482
1,518,0.9974482
1,519,0.9974482
1,520,0.9974482
1,521,0.9974482
1,522,0.9974482
1,523,0.9974482
1,524,0.9974482
1,525,0.9974482
1,526,0.9974482
1,527,0.9974482
1,528,0.9974482
1,529,0.9974482
1,530,0.9974482
1,531,0.9974482
1,532,0.9974482
1,533,0.9974482
1,534,0.9974482
1,535,0.9974482
1,536,0.9974482
1,537,0.9974482
1,538,0.9974482
1,539,0.9974482
1,540,0.9974482
1,541,0.9974482
1,542,0.9974482
1,543,0.9974482
1,544,0.9974482
1,545,0.9974482
1,546,0.9974482
1,547,0.9974482
1,548,0.9974482
1,549,0.9974482
1,550,0.9974482
1,551,0.9974482
1,552,0.9974482
1,553,0.9974482
1,554,0.9974482
1,555,0.9974482
1,556,0.9974482
1,557,0.9974482
1,558,0.9974482
1,559,0.9974482
1,560,0.9974482
1,561,0.9974482
1,562,0.9974482
1,563,0.9974482
1,564,0.9974482
1,565,0.9974482
1,566,0.9974482
1,567,0.9974482
1,568,0.9974482
1,569,0.9974482
1,570,0.9974482
1,571,0.9974482
1,572,0.9974482
1,573,0.9974482
1,574,0.9974482
1,575,0.9974482
1,576,0.9974482
1,577,0.9974482
1,578,0.9974482
1,579,0.9974482
1,580,0.9974482
1,581,0.9974482
1,582,0.9974482
1,583,0.9974482
1,584,0.9974482
1,585,0.9974482
1,586,0.9974482
1,587,0.9974482
1,588,0.9974482
1,589,0.9974482
1,590,0.9974482
1,591,0.9974482
1,592,0.9974482
1,593,0.9974482
1,594,0.9974482
1,595,0.9974482
1,596,0.9974482
1,597,0.9974482
1,598,0.9974482
1,599,0.9974482
1,600,0.9974482
1,601,0.9974482
1,602,0.9974482
1,603,0.9974482
1,604,0.9974482
1,605,0.9974482
1,606,0.9974482
1,607,0.9974482
1,608,0.9974482
1,609,0.9974482
1,610,0.9974482
1,611,0.9974482
1,612,0.9974482
1,613,0.9974482
1,614,0.9974482
1,615,0.9974482
1,616,0.9974482
1,617,0.9974482
1,618,0.9974482
1,619,0.9974482
1,620,0.9974482
1,621,0.9974482
1,622,0.9974482
1,623,0.9974482
1,624,0.9974482
1,625,0.9974482
1,626,0.9974482
1,627,0.9974482
1,628,0.9974482
1,629,0.9974482
1,630,0.9974482
1,631,0.9974482
1,632,0.9974482
1,633,0.9974482
1,634,0.9974482
1,635,0.9974482
1,636,0.9974482
1,637,0.9974482
1,638,0.9974482
1,639,0.9974482
1,640,0.9974482
1,641,0.9974482
1,642,0.9974482
1,643,0.9974482
1,644,0.9974482
1,645,0.9974482
1,646,0.9974482
1,647,0.9974482
1,648,0.9974482
1,649,0.9974482
1,650,0.9974482
1,651,0.9974482
1,652,0.9974482
1,653,0.9974482
1,654,0.9974482
1,655,0.9974482
1,656,0.9974482
1,657,0.9974482
1,658,0.9974482
1,659,0.9974482
1,660,0.9974482
1,661,0.9974482
1,662,0.9974482
1,663,0.9974482
1,664,0.9974482
1,665,0.9974482
1,666,0.9974482
1,667,0.9974482
1,668,0.9974482
1,669,0.9974482
1,670,0.9974482
1,671,0.9974482
1,672,0.9974482
1,673,0.9974482
1,674,0.9974482
1,675,0.9974482
1,676,0.9974482
1,677,0.9974482
1,678,0.9974482
1,679,0.9974482
1,680,0.9974482
1,681,0.9974482
1,682,0.9974482
1,683,0.9974482
1,684,0.9974482
1,685,0.9974482
1,686,0.9974482
1,687,0.9974482
1,688,0.9974482
1,689,0.9974482
1,690,0.9974482
1,691,0.9974482
1,692,0.9974482
1,693,0.9974482
1,694,0.9974482
1,695,0.9974482
1,696,0.9974482
1,697,0.9974482
1,698,0.9974482
1,699,0.9974482
1,700,0.9974482
1,701,0.9974482
1,702,0.9974482
1,703,0.9974482
1,704,0.9974482
1,705,0.9974482
1,706,0.9974482
1,707,0.9974482
1,708,0.9974482
1,709,0.9974482
1,710,0.9974482
1,711,0.9974482
1,712,0.9974482
1,713,0.9974482
1,714,0.9974482
1,715,0.9974482
1,716,0.9974482
1,717,0.9974482
1,718,0.9974482
1,719,0.9974482
1,720,0.9974482
1,721,0.9974482
1,722,0.9974482
2,40,0.9974482
2,41,0.9974482
2,42,0.9974482
2,43,0.9974482
2,44,0.9974482
2,45,0.9974482
2,46,0.9974482
2,47,0.9974482
2,48,0.9974482
2,49,0.9974482
2,50,0.9974482
2,51,0.9974482
2,52,0.9974482
2,53,0.9974482
2,54,0.9974482
2,55,0.9974482
2,56,0.9974482
2,57,0.9974482
2,58,0.9974482
2,59,0.9974482
2,60,0.9974482
2,61,0.9974482
2,62,0.9974482
2,63,0.9974482
2,64,0.9974482
2,65,0.9974482
2,66,0.9974482
2,67,0.9974482
2,68,0.9974482
2,69,0.9974482
