nurse_node,nurse_id,shift_node,date,shift,ward,start_time,end_time,duration_hours,gat_score
0,N018,157,2025-09-20,PM,ICU,15:00,23:00,8,0.9974482
0,N018,158,2025-09-21,Flex4,C,12:00,19:00,7,0.9974482
0,N018,159,2025-09-22,PM,B,15:00,23:00,8,0.9974482
0,N018,160,2025-09-23,Flex6,ICU,07:00,19:00,12,0.9974482
0,N018,161,2025-09-24,Flex2,B,10:00,15:00,5,0.9974482
0,N018,162,2025-09-25,PM,B,15:00,23:00,8,0.9974482
0,N018,163,2025-09-26,Night,ICU,20:00,08:00,12,0.9974482
0,N018,164,2025-09-27,Flex2,A,10:00,15:00,5,0.9974482
0,N018,165,2025-09-28,PM,B,15:00,23:00,8,0.9974482
0,N018,166,2025-09-29,Flex2,C,10:00,15:00,5,0.9974482
0,N018,167,2025-09-30,AM,A,07:00,15:00,8,0.9974482
0,N018,168,2025-10-01,PM,ICU,15:00,23:00,8,0.9974482
0,N018,169,2025-10-02,Night,B,20:00,08:00,12,0.9974482
0,N018,170,2025-10-03,Flex6,C,07:00,19:00,12,0.9974482
0,N018,171,2025-10-05,Flex5,ICU,07:00,15:00,8,0.9974482
0,N018,172,2025-09-08,AM,C,07:00,15:00,8,0.9974482
0,N018,173,2025-09-09,Flex4,A,12:00,19:00,7,0.9974482
0,N018,174,2025-09-11,Flex2,A,10:00,15:00,5,0.9974482
0,N018,175,2025-09-12,Flex4,ICU,12:00,19:00,7,0.9974482
0,N018,176,2025-09-13,Night,C,20:00,08:00,12,0.9974482
0,N018,177,2025-09-14,Flex5,C,07:00,15:00,8,0.9974482
0,N018,178,2025-09-15,Night,C,20:00,08:00,12,0.9974482
0,N018,179,2025-09-16,Flex2,C,10:00,15:00,5,0.9974482
0,N018,180,2025-09-18,Night,C,20:00,08:00,12,0.9974482
0,N018,181,2025-09-19,Flex2,ICU,10:00,15:00,5,0.9974482
0,N018,182,2025-09-20,Flex5,A,07:00,15:00,8,0.9974482
0,N018,183,2025-09-21,AM,A,07:00,15:00,8,0.9974482
0,N018,184,2025-09-23,AM,C,07:00,15:00,8,0.9974482
0,N018,185,2025-09-25,PM,ICU,15:00,23:00,8,0.9974482
0,N018,186,2025-09-26,Flex2,B,10:00,15:00,5,0.9974482
0,N018,187,2025-09-27,Flex3,A,09:00,15:00,6,0.9974482
0,N018,188,2025-09-28,Flex2,B,10:00,15:00,5,0.9974482
0,N018,189,2025-09-29,PM,C,15:00,23:00,8,0.9974482
0,N018,190,2025-09-30,Flex1,B,07:00,11:00,4,0.9974482
0,N018,191,2025-10-01,Night,A,20:00,08:00,12,0.9974482
0,N018,192,2025-10-02,Flex1,ICU,07:00,11:00,4,0.9974482
0,N018,193,2025-10-03,Flex3,C,09:00,15:00,6,0.9974482
0,N018,194,2025-10-04,Flex3,A,09:00,15:00,6,0.9974482
0,N018,195,2025-10-05,Flex2,C,10:00,15:00,5,0.9974482
0,N018,196,2025-09-08,Flex3,A,09:00,15:00,6,0.9974482
0,N018,197,2025-09-09,Flex5,A,07:00,15:00,8,0.9974482
0,N018,198,2025-09-10,Flex1,ICU,07:00,11:00,4,0.9974482
0,N018,199,2025-09-11,PM,B,15:00,23:00,8,0.9974482
0,N018,200,2025-09-12,Flex3,C,09:00,15:00,6,0.9974482
0,N018,201,2025-09-13,Flex3,B,09:00,15:00,6,0.9974482
0,N018,202,2025-09-14,PM,A,15:00,23:00,8,0.9974482
0,N018,203,2025-09-15,Flex5,A,07:00,15:00,8,0.9974482
0,N018,204,2025-09-16,Flex1,ICU,07:00,11:00,4,0.9974482
0,N018,205,2025-09-17,AM,ICU,07:00,15:00,8,0.9974482
0,N018,206,2025-09-18,AM,A,07:00,15:00,8,0.9974482
0,N018,207,2025-09-19,Flex1,A,07:00,11:00,4,0.9974482
0,N018,208,2025-09-20,PM,C,15:00,23:00,8,0.9974482
0,N018,209,2025-09-21,Flex4,B,12:00,19:00,7,0.9974482
0,N018,210,2025-09-22,Flex1,A,07:00,11:00,4,0.9974482
0,N018,211,2025-09-23,Flex3,A,09:00,15:00,6,0.9974482
0,N018,212,2025-09-24,Night,A,20:00,08:00,12,0.9974482
0,N018,213,2025-09-26,Flex5,C,07:00,15:00,8,0.9974482
0,N018,214,2025-09-28,Flex1,A,07:00,11:00,4,0.9974482
0,N018,215,2025-09-29,Flex4,A,12:00,19:00,7,0.9974482
0,N018,216,2025-09-30,Night,B,20:00,08:00,12,0.9974482
0,N018,217,2025-10-01,Flex2,A,10:00,15:00,5,0.9974482
0,N018,218,2025-10-02,Flex1,A,07:00,11:00,4,0.9974482
0,N018,219,2025-10-03,Flex6,ICU,07:00,19:00,12,0.9974482
0,N018,220,2025-10-05,PM,A,15:00,23:00,8,0.9974482
0,N018,221,2025-09-09,Flex1,C,07:00,11:00,4,0.9974482
0,N018,222,2025-09-10,Night,B,20:00,08:00,12,0.9974482
0,N018,223,2025-09-11,AM,ICU,07:00,15:00,8,0.9974482
0,N018,224,2025-09-12,Flex1,B,07:00,11:00,4,0.9974482
0,N018,225,2025-09-13,Night,A,20:00,08:00,12,0.9974482
0,N018,226,2025-09-14,Flex4,ICU,12:00,19:00,7,0.9974482
0,N018,227,2025-09-18,Flex2,A,10:00,15:00,5,0.9974482
0,N018,228,2025-09-19,PM,C,15:00,23:00,8,0.9974482
0,N018,229,2025-09-20,Flex3,A,09:00,15:00,6,0.9974482
0,N018,230,2025-09-21,Flex4,ICU,12:00,19:00,7,0.9974482
0,N018,231,2025-09-22,Night,A,20:00,08:00,12,0.9974482
0,N018,232,2025-09-23,Flex6,A,07:00,19:00,12,0.9974482
0,N018,233,2025-09-24,Flex5,B,07:00,15:00,8,0.9974482
0,N018,234,2025-09-25,Flex5,B,07:00,15:00,8,0.9974482
0,N018,235,2025-09-27,Flex1,ICU,07:00,11:00,4,0.9974482
0,N018,236,2025-09-28,Flex4,B,12:00,19:00,7,0.9974482
0,N018,237,2025-09-29,Flex4,ICU,12:00,19:00,7,0.9974482
0,N018,238,2025-09-30,Flex6,A,07:00,19:00,12,0.9974482
0,N018,239,2025-10-01,Flex3,B,09:00,15:00,6,0.9974482
0,N018,240,2025-10-02,PM,B,15:00,23:00,8,0.9974482
0,N018,241,2025-10-03,Night,A,20:00,08:00,12,0.9974482
0,N018,242,2025-10-05,PM,B,15:00,23:00,8,0.9974482
0,N018,243,2025-09-08,AM,A,07:00,15:00,8,0.9974482
0,N018,244,2025-09-10,Flex6,C,07:00,19:00,12,0.9974482
0,N018,245,2025-09-12,Flex1,ICU,07:00,11:00,4,0.9974482
0,N018,246,2025-09-13,Flex1,B,07:00,11:00,4,0.9974482
0,N018,247,2025-09-14,Flex3,A,09:00,15:00,6,0.9974482
0,N018,248,2025-09-15,PM,B,15:00,23:00,8,0.9974482
0,N018,249,2025-09-16,Flex4,B,12:00,19:00,7,0.9974482
0,N018,250,2025-09-17,Flex3,ICU,09:00,15:00,6,0.9974482
0,N018,251,2025-09-18,AM,C,07:00,15:00,8,0.9974482
0,N018,252,2025-09-19,PM,ICU,15:00,23:00,8,0.9974482
0,N018,253,2025-09-20,Flex3,B,09:00,15:00,6,0.9974482
0,N018,254,2025-09-22,Flex5,C,07:00,15:00,8,0.9974482
0,N018,255,2025-09-23,Flex6,B,07:00,19:00,12,0.9974482
0,N018,256,2025-09-24,Flex2,C,10:00,15:00,5,0.9974482
0,N018,257,2025-09-26,Flex2,A,10:00,15:00,5,0.9974482
0,N018,258,2025-09-27,Flex6,ICU,07:00,19:00,12,0.9974482
0,N018,259,2025-09-28,Flex5,B,07:00,15:00,8,0.9974482
0,N018,260,2025-09-29,Flex2,ICU,10:00,15:00,5,0.9974482
0,N018,261,2025-09-30,PM,B,15:00,23:00,8,0.9974482
0,N018,262,2025-10-01,Flex5,ICU,07:00,15:00,8,0.9974482
0,N018,263,2025-10-02,AM,ICU,07:00,15:00,8,0.9974482
0,N018,264,2025-10-03,Flex2,ICU,10:00,15:00,5,0.9974482
0,N018,265,2025-10-04,Flex4,A,12:00,19:00,7,0.9974482
0,N018,266,2025-10-05,PM,ICU,15:00,23:00,8,0.9974482
0,N018,267,2025-09-08,PM,A,15:00,23:00,8,0.9974482
0,N018,268,2025-09-09,PM,B,15:00,23:00,8,0.9974482
0,N018,269,2025-09-12,Flex1,A,07:00,11:00,4,0.9974482
0,N018,270,2025-09-13,Flex5,A,07:00,15:00,8,0.9974482
0,N018,271,2025-09-14,Flex6,ICU,07:00,19:00,12,0.9974482
0,N018,272,2025-09-15,Flex1,A,07:00,11:00,4,0.9974482
0,N018,273,2025-09-16,Night,ICU,20:00,08:00,12,0.9974482
0,N018,274,2025-09-17,Flex2,B,10:00,15:00,5,0.9974482
0,N018,275,2025-09-18,Flex4,B,12:00,19:00,7,0.9974482
0,N018,276,2025-09-20,Flex3,ICU,09:00,15:00,6,0.9974482
0,N018,277,2025-09-21,Night,C,20:00,08:00,12,0.9974482
0,N018,278,2025-09-22,Flex2,A,10:00,15:00,5,0.9974482
0,N018,279,2025-09-25,Flex5,A,07:00,15:00,8,0.9974482
0,N018,280,2025-09-26,Flex3,ICU,09:00,15:00,6,0.9974482
0,N018,281,2025-09-27,Flex3,C,09:00,15:00,6,0.9974482
0,N018,282,2025-09-28,Flex3,C,09:00,15:00,6,0.9974482
0,N018,283,2025-10-01,AM,C,07:00,15:00,8,0.9974482
0,N018,284,2025-10-02,Flex4,B,12:00,19:00,7,0.9974482
0,N018,285,2025-10-04,Flex2,ICU,10:00,15:00,5,0.9974482
0,N018,286,2025-10-05,PM,C,15:00,23:00,8,0.9974482
0,N018,287,2025-09-08,Flex4,ICU,12:00,19:00,7,0.9974482
0,N018,288,2025-09-09,Flex6,ICU,07:00,19:00,12,0.9974482
0,N018,289,2025-09-10,PM,ICU,15:00,23:00,8,0.9974482
0,N018,290,2025-09-11,Flex3,ICU,09:00,15:00,6,0.9974482
0,N018,291,2025-09-13,PM,ICU,15:00,23:00,8,0.9974482
0,N018,292,2025-09-15,Flex3,B,09:00,15:00,6,0.9974482
0,N018,293,2025-09-17,Night,C,20:00,08:00,12,0.9974482
0,N018,294,2025-09-20,Flex4,A,12:00,19:00,7,0.9974482
0,N018,295,2025-09-22,PM,A,15:00,23:00,8,0.9974482
0,N018,296,2025-09-23,Flex3,C,09:00,15:00,6,0.9974482
0,N018,297,2025-09-24,Flex3,B,09:00,15:00,6,0.9974482
0,N018,298,2025-09-25,Flex3,C,09:00,15:00,6,0.9974482
0,N018,299,2025-09-26,Flex4,ICU,12:00,19:00,7,0.9974482
0,N018,300,2025-09-27,Night,A,20:00,08:00,12,0.9974482
0,N018,301,2025-09-28,Flex1,B,07:00,11:00,4,0.9974482
0,N018,302,2025-10-01,Flex4,B,12:00,19:00,7,0.9974482
0,N018,303,2025-10-03,Flex1,B,07:00,11:00,4,0.9974482
0,N018,304,2025-10-04,Flex6,ICU,07:00,19:00,12,0.9974482
0,N018,305,2025-09-08,Flex5,ICU,07:00,15:00,8,0.9974482
0,N018,306,2025-09-10,AM,A,07:00,15:00,8,0.9974482
0,N018,307,2025-09-11,Flex3,C,09:00,15:00,6,0.9974482
0,N018,308,2025-09-12,Flex5,ICU,07:00,15:00,8,0.9974482
0,N018,309,2025-09-13,Flex2,B,10:00,15:00,5,0.9974482
0,N018,310,2025-09-15,Flex1,C,07:00,11:00,4,0.9974482
0,N018,311,2025-09-16,PM,ICU,15:00,23:00,8,0.9974482
0,N018,312,2025-09-18,Night,ICU,20:00,08:00,12,0.9974482
0,N018,313,2025-09-20,Flex1,B,07:00,11:00,4,0.9974482
0,N018,314,2025-09-21,Flex2,ICU,10:00,15:00,5,0.9974482
0,N018,315,2025-09-23,Flex4,ICU,12:00,19:00,7,0.9974482
0,N018,316,2025-09-25,Flex2,A,10:00,15:00,5,0.9974482
0,N018,317,2025-09-26,Flex4,A,12:00,19:00,7,0.9974482
0,N018,318,2025-09-27,Flex1,C,07:00,11:00,4,0.9974482
0,N018,319,2025-09-28,Flex6,C,07:00,19:00,12,0.9974482
0,N018,320,2025-09-29,Flex6,B,07:00,19:00,12,0.9974482
0,N018,321,2025-09-30,Flex3,ICU,09:00,15:00,6,0.9974482
0,N018,322,2025-10-01,AM,ICU,07:00,15:00,8,0.9974482
0,N018,323,2025-10-02,Flex6,C,07:00,19:00,12,0.9974482
0,N018,324,2025-10-03,Flex4,C,12:00,19:00,7,0.9974482
0,N018,325,2025-10-04,Flex3,ICU,09:00,15:00,6,0.9974482
0,N018,326,2025-10-05,Flex3,B,09:00,15:00,6,0.9974482
0,N018,327,2025-09-08,Night,A,20:00,08:00,12,0.9974482
0,N018,328,2025-09-09,Flex4,ICU,12:00,19:00,7,0.9974482
0,N018,329,2025-09-12,AM,ICU,07:00,15:00,8,0.9974482
0,N018,330,2025-09-15,AM,C,07:00,15:00,8,0.9974482
0,N018,331,2025-09-16,Flex6,B,07:00,19:00,12,0.9974482
0,N018,332,2025-09-17,PM,ICU,15:00,23:00,8,0.9974482
0,N018,333,2025-09-19,Flex4,A,12:00,19:00,7,0.9974482
0,N018,334,2025-09-20,Night,A,20:00,08:00,12,0.9974482
0,N018,335,2025-09-21,Flex1,A,07:00,11:00,4,0.9974482
0,N018,336,2025-09-22,Flex1,ICU,07:00,11:00,4,0.9974482
0,N018,337,2025-09-23,Flex1,ICU,07:00,11:00,4,0.9974482
0,N018,338,2025-09-25,Flex3,A,09:00,15:00,6,0.9974482
0,N018,339,2025-09-27,Flex6,C,07:00,19:00,12,0.9974482
0,N018,340,2025-09-28,Flex3,A,09:00,15:00,6,0.9974482
0,N018,341,2025-09-29,Flex1,ICU,07:00,11:00,4,0.9974482
0,N018,342,2025-09-30,Flex5,A,07:00,15:00,8,0.9974482
0,N018,343,2025-10-01,Flex4,C,12:00,19:00,7,0.9974482
0,N018,344,2025-10-03,Flex2,A,10:00,15:00,5,0.9974482
0,N018,345,2025-10-04,Flex5,A,07:00,15:00,8,0.9974482
0,N018,346,2025-09-08,Flex6,C,07:00,19:00,12,0.9974482
0,N018,347,2025-09-09,Flex1,B,07:00,11:00,4,0.9974482
0,N018,348,2025-09-12,Flex3,B,09:00,15:00,6,0.9974482
0,N018,349,2025-09-14,Flex4,B,12:00,19:00,7,0.9974482
0,N018,350,2025-09-15,PM,A,15:00,23:00,8,0.9974482
0,N018,351,2025-09-16,Flex1,A,07:00,11:00,4,0.9974482
0,N018,352,2025-09-18,Flex1,C,07:00,11:00,4,0.9974482
0,N018,353,2025-09-22,Flex1,C,07:00,11:00,4,0.9974482
0,N018,354,2025-09-23,Night,ICU,20:00,08:00,12,0.9974482
0,N018,355,2025-09-24,Flex1,B,07:00,11:00,4,0.9974482
0,N018,356,2025-09-25,AM,B,07:00,15:00,8,0.9974482
0,N018,357,2025-09-26,AM,C,07:00,15:00,8,0.9974482
0,N018,358,2025-09-29,Night,B,20:00,08:00,12,0.9974482
0,N018,359,2025-10-01,Flex6,B,07:00,19:00,12,0.9974482
0,N018,360,2025-10-04,Flex3,B,09:00,15:00,6,0.9974482
0,N018,361,2025-10-05,AM,ICU,07:00,15:00,8,0.9974482
0,N018,362,2025-09-09,Night,A,20:00,08:00,12,0.9974482
0,N018,363,2025-09-10,Flex4,A,12:00,19:00,7,0.9974482
0,N018,364,2025-09-11,Night,A,20:00,08:00,12,0.9974482
0,N018,365,2025-09-12,AM,B,07:00,15:00,8,0.9974482
0,N018,366,2025-09-15,Flex6,ICU,07:00,19:00,12,0.9974482
0,N018,367,2025-09-17,Flex3,B,09:00,15:00,6,0.9974482
0,N018,368,2025-09-18,Flex3,C,09:00,15:00,6,0.9974482
0,N018,369,2025-09-21,Night,A,20:00,08:00,12,0.9974482
0,N018,370,2025-09-22,Flex3,B,09:00,15:00,6,0.9974482
0,N018,371,2025-09-23,Flex4,B,12:00,19:00,7,0.9974482
0,N018,372,2025-09-24,Flex5,ICU,07:00,15:00,8,0.9974482
0,N018,373,2025-09-27,Flex1,B,07:00,11:00,4,0.9974482
0,N018,374,2025-09-28,PM,ICU,15:00,23:00,8,0.9974482
0,N018,375,2025-09-29,Flex6,C,07:00,19:00,12,0.9974482
0,N018,376,2025-09-30,AM,C,07:00,15:00,8,0.9974482
0,N018,377,2025-10-01,Flex4,A,12:00,19:00,7,0.9974482
0,N018,378,2025-10-02,PM,C,15:00,23:00,8,0.9974482
0,N018,379,2025-10-04,Flex3,C,09:00,15:00,6,0.9974482
0,N018,380,2025-09-08,Flex6,B,07:00,19:00,12,0.9974482
0,N018,381,2025-09-09,Night,ICU,20:00,08:00,12,0.9974482
0,N018,382,2025-09-11,Night,C,20:00,08:00,12,0.9974482
0,N018,383,2025-09-13,Flex1,C,07:00,11:00,4,0.9974482
0,N018,384,2025-09-14,Night,A,20:00,08:00,12,0.9974482
0,N018,385,2025-09-15,Night,ICU,20:00,08:00,12,0.9974482
0,N018,386,2025-09-17,Flex1,ICU,07:00,11:00,4,0.9974482
0,N018,387,2025-09-18,AM,ICU,07:00,15:00,8,0.9974482
0,N018,388,2025-09-19,AM,C,07:00,15:00,8,0.9974482
0,N018,389,2025-09-21,Flex5,B,07:00,15:00,8,0.9974482
0,N018,390,2025-09-22,Night,C,20:00,08:00,12,0.9974482
0,N018,391,2025-09-23,Night,A,20:00,08:00,12,0.9974482
0,N018,392,2025-09-24,PM,B,15:00,23:00,8,0.9974482
0,N018,393,2025-09-25,Flex3,ICU,09:00,15:00,6,0.9974482
0,N018,394,2025-09-27,Flex5,B,07:00,15:00,8,0.9974482
0,N018,395,2025-09-28,AM,B,07:00,15:00,8,0.9974482
0,N018,396,2025-09-29,PM,B,15:00,23:00,8,0.9974482
0,N018,397,2025-10-02,Flex2,ICU,10:00,15:00,5,0.9974482
0,N018,398,2025-10-04,Night,C,20:00,08:00,12,0.9974482
0,N018,399,2025-10-05,Flex3,ICU,09:00,15:00,6,0.9974482
0,N018,400,2025-09-12,Night,ICU,20:00,08:00,12,0.9974482
0,N018,401,2025-09-14,Flex2,B,10:00,15:00,5,0.9974482
0,N018,402,2025-09-15,AM,ICU,07:00,15:00,8,0.9974482
0,N018,403,2025-09-17,Flex2,A,10:00,15:00,5,0.9974482
0,N018,404,2025-09-21,Flex3,C,09:00,15:00,6,0.9974482
0,N018,405,2025-09-22,Flex3,ICU,09:00,15:00,6,0.9974482
0,N018,406,2025-09-23,Flex1,A,07:00,11:00,4,0.9974482
0,N018,407,2025-09-24,Flex2,A,10:00,15:00,5,0.9974482
0,N018,408,2025-09-25,Flex6,C,07:00,19:00,12,0.9974482
0,N018,409,2025-09-26,Night,A,20:00,08:00,12,0.9974482
0,N018,410,2025-09-27,AM,A,07:00,15:00,8,0.9974482
0,N018,411,2025-09-28,Flex4,A,12:00,19:00,7,0.9974482
0,N018,412,2025-09-29,Flex6,A,07:00,19:00,12,0.9974482
0,N018,413,2025-09-30,Night,C,20:00,08:00,12,0.9974482
0,N018,414,2025-10-01,Flex1,C,07:00,11:00,4,0.9974482
0,N018,415,2025-10-02,Flex2,C,10:00,15:00,5,0.9974482
0,N018,416,2025-10-05,Night,B,20:00,08:00,12,0.9974482
